Date,Bonds - Global Governments,Bonds - UK Corporate,Bonds - UK Government All Stocks,Bonds - UK Government Long Duration,Commodities - Gold,Commodities - Natural Resources,Equities - Emerging Markets,Equities - Global Large Cap,Equities - Global Small Cap,Equities - UK Large Cap,Equities - UK Mid Cap,Property,,
16/03/2018,120.8,150.1,219.9,190.82,804.6,103.6,163.1,126.4,278.8,2.19,2.64,180.7,,
19/03/2018,119.7,149.6,219.1,191.66,799.3,102.7,161.3,123.8,274.62,2.16,2.64,180.1,,
20/03/2018,120,149.8,220.2,191.51,800.8,101.9,161.8,123.9,274.55,2.16,2.64,180,,
21/03/2018,119.6,149.1,218.7,190.6,794.1,101.5,161.4,123.3,274.57,2.15,2.63,178.7,,
22/03/2018,118.9,149.5,220.2,194.28,801.1,102,158.8,121.7,269.96,2.13,2.62,176.1,,
23/03/2018,119.8,149.6,220.1,192.79,795.5,100.2,156.9,119.9,264.91,2.11,2.59,176.1,,
26/03/2018,119.1,149.5,220.2,193.14,812,100.6,156.5,119.1,266.58,2.13,2.59,173.8,,
27/03/2018,120,149.8,220.8,193.46,819.9,101.9,159.1,120.8,266.59,2.14,2.59,176,,
28/03/2018,119.9,150.2,221.5,194.46,805.7,100.1,155.3,119.5,266.53,2.14,2.58,175.2,,
29/03/2018,120.2,150.4,221.6,194.62,797,99.95,156,120,269.92,2.17,2.6,179.1,,
30/03/2018,120.2,150.4,221.6,194.62,797,99.95,156,120,269.92,2.17,2.6,179.1,,
02/04/2018,120.2,150.4,221.6,194.62,797,99.95,156,120,266.03,2.17,2.6,179.1,,
03/04/2018,120.6,150.6,222,193.76,816.7,100.4,156.9,119.4,267.57,2.17,2.59,178,,
04/04/2018,120.6,150.5,221.7,192.53,804.8,99.6,153.8,118.7,268.15,2.15,2.57,178,,
05/04/2018,119.8,149.8,220,191.16,801,101.1,157.4,121.8,271.87,2.18,2.61,180.4,,
06/04/2018,119.9,149.7,219.9,191.92,804.7,102.3,157.1,121.1,267.58,2.2,2.62,180.1,,
09/04/2018,119.5,149.9,220.2,191.8,801.7,100.9,155.6,119.9,267.31,2.2,2.61,179.5,,
10/04/2018,119.3,149.8,219.9,190.71,801.2,102,155.9,120.3,270.08,2.22,2.63,179.2,,
11/04/2018,119.3,150,220.5,192.84,806.5,102.6,155.7,120.4,269.6,2.22,2.65,178.2,,
12/04/2018,119.1,149.9,220.2,190.68,823.7,103.3,156.4,120.7,269.94,2.23,2.66,178.4,,
13/04/2018,118,149.6,219.3,190.66,814.8,102.9,155,120.3,269.48,2.23,2.67,176.4,,
16/04/2018,117.9,149.5,218.8,189.54,819.3,103.6,153.6,119.9,269.66,2.22,2.66,176.7,,
17/04/2018,117.9,149.7,218.9,190.06,817.4,103.4,152,121,271.64,2.21,2.66,176.9,,
18/04/2018,118.9,150.2,219.5,190.28,829.6,105.5,154.6,122.4,274.69,2.24,2.67,179.8,,
19/04/2018,118.5,149.8,218.5,187.35,834.7,107.6,156.6,122.2,274.1,2.25,2.72,179.6,,
20/04/2018,119.2,149.4,218,187.72,834,108.4,156.4,123.2,276,2.26,2.71,179.6,,
23/04/2018,119.6,149.3,217.5,186.22,834,108.5,156,123.2,276.77,2.26,2.72,179.5,,
24/04/2018,119.5,149.1,217.3,186.04,828.9,109,156.6,123.1,275.14,2.28,2.72,180.1,,
25/04/2018,119.3,148.9,216.8,186.78,829.3,107.5,154.2,121.1,274.42,2.27,2.69,179.6,,
26/04/2018,119.1,149.3,217.8,188.17,825.8,107.7,153.5,122.2,275.75,2.27,2.7,179.6,,
27/04/2018,120.7,149.9,219,189.27,840.5,109.6,157.1,124.6,278.62,2.3,2.72,183.9,,
30/04/2018,121.1,150.2,219.3,190.37,846.1,109.8,159.1,125.3,277.76,2.32,2.74,187.5,,
01/05/2018,121.2,150.4,219.8,190.75,831.8,109.5,158.7,125.2,281.22,2.32,2.75,187.5,,
02/05/2018,121.2,149.9,218.8,188.67,837.3,110,158.8,125.4,281.58,2.32,2.75,188.5,,
03/05/2018,122.1,150.1,219.3,190.93,846.4,110.6,157.8,124.9,282.55,2.32,2.75,188.7,,
04/05/2018,122.3,150.6,220.3,190.67,853.3,110.9,157,125.5,285.17,2.32,2.75,188.9,,
07/05/2018,122.3,150.6,220.3,190.67,853.3,110.9,157,125.5,285.89,2.32,2.75,188.9,,
08/05/2018,122.3,150.3,219.6,189.2,852,111.9,158.7,126.7,287.45,2.33,2.77,191.9,,
09/05/2018,121.6,149.5,218.3,188.47,855,112.5,158.5,126.5,287.63,2.34,2.77,190.5,,
10/05/2018,121.6,149.7,218.9,189.31,856.8,114.2,159.2,128.5,291.1,2.36,2.78,191.8,,
11/05/2018,121.9,149.9,219.1,188.64,862.4,115.6,161.1,128.7,290.71,2.37,2.8,193.3,,
14/05/2018,121.7,149.6,218.3,187.75,857.6,115.9,161.3,128.8,289.71,2.38,2.8,193.3,,
15/05/2018,121.7,149.6,218.3,186.93,853.9,117.2,160.4,128.4,290.32,2.38,2.81,192.1,,
16/05/2018,121.5,149.4,218.3,187.69,841.9,117.7,160.6,128.6,291.65,2.39,2.8,190.3,,
17/05/2018,121.1,149.2,217.8,186.26,841.4,118.6,160.4,128.6,292.2,2.39,2.83,189.5,,
18/05/2018,121,149,217.3,187.54,836.4,119,159.3,128.7,292.9,2.4,2.83,189,,
21/05/2018,121.6,149.4,218.3,187.67,843.6,119.7,159.6,129.6,295.6,2.42,2.85,190.6,,
22/05/2018,121.5,149.1,217.6,186.73,843.7,119.7,159.3,129.8,294.62,2.43,2.86,191.1,,
23/05/2018,122.5,149.2,218.6,189.19,837.8,118.2,158.9,129.5,295.59,2.41,2.83,192.2,,
24/05/2018,122.2,149.3,218.8,190.12,840.9,117.6,159.1,129.1,294.98,2.4,2.84,193.3,,
25/05/2018,123,149.9,220.4,192.41,850.2,116.8,159.7,129.6,295.65,2.39,2.86,193.9,,
28/05/2018,123,149.9,220.4,192.41,850.2,116.8,159.7,129.6,295.21,2.39,2.86,193.9,,
29/05/2018,123.4,150.8,223.5,195.02,836.5,114.4,158.5,129.1,293.89,2.35,2.82,194.5,,
30/05/2018,123.5,150.3,222.6,195.4,845.9,114.9,157.3,128.4,296.4,2.36,2.82,195.3,,
31/05/2018,123.4,150.5,222.7,195.54,854.4,116.3,158,129.2,295.16,2.38,2.82,196.4,,
01/06/2018,123.6,150.5,222.2,193.28,848.9,116,158.6,129.2,296.01,2.39,2.84,195.9,,
04/06/2018,122.9,150.5,221.8,193.03,847.4,116.4,159.9,130,298.09,2.4,2.84,196.6,,
05/06/2018,122.8,150.6,221.8,193.15,843.2,115.9,160.8,130,298.51,2.38,2.85,197.5,,
06/06/2018,122.1,150.1,220.6,189.4,849.5,116.8,160.4,129.5,298.69,2.39,2.86,196.9,,
07/06/2018,121.8,149.5,219.3,188.52,846.2,117.8,160.6,130.9,298.48,2.39,2.88,196.8,,
08/06/2018,122.5,149.7,220,188.98,840.8,117.5,158.1,130.3,299.19,2.37,2.85,197,,
11/06/2018,122.7,149.5,219.3,188.7,842.6,118.3,159.6,130.8,300.16,2.4,2.88,198,,
12/06/2018,122.3,149.3,218.9,189.65,840.7,117.6,159.2,131.2,301.8,2.39,2.87,197.1,,
13/06/2018,122.8,149.9,220.2,191.31,844.8,117.9,159.6,131.3,300.6,2.4,2.87,198.5,,
14/06/2018,122.2,150,220.6,192.88,839.4,116.6,157.3,131.3,301.71,2.37,2.86,195,,
15/06/2018,123,150.5,221.2,192.73,851.3,117.2,157.9,131.3,300.86,2.39,2.86,197.8,,
18/06/2018,123.5,150.7,221.5,192.32,841.8,115,157.3,130.6,302.01,2.36,2.83,197.8,,
19/06/2018,124.4,150.9,222,193.31,841.7,114.8,154.8,130.3,301.93,2.35,2.82,197.8,,
20/06/2018,124.4,150.9,221.9,192.36,840.9,115.4,156.2,131.3,303.38,2.38,2.83,198.7,,
21/06/2018,123.8,150.6,221.8,193.52,834.2,114.6,155,130.2,299.54,2.36,2.82,199.3,,
22/06/2018,123.2,150.4,221.1,192,831.4,113.7,153.8,130,300.07,2.36,2.84,198.5,,
25/06/2018,123.8,150.4,221.4,192.21,839.9,114.6,152.8,128.8,296.02,2.35,2.82,199.3,,
26/06/2018,123.9,150.4,221.6,192.51,832.9,113.5,151.9,128.8,297.56,2.34,2.81,199.9,,
27/06/2018,124.2,150.5,222.4,194.31,839.2,114.6,150.4,130,296.55,2.34,2.8,199.9,,
28/06/2018,125.1,150.6,222.7,194.3,845.8,115.7,150.4,129.3,297.61,2.36,2.8,200.7,,
29/06/2018,124.9,150.3,222.5,193.76,845,115.6,152.9,130.1,296.25,2.38,2.81,201.2,,
02/07/2018,124.8,150.2,222.4,194.26,852.3,115,151.9,129.1,296.69,2.34,2.78,200.3,,
03/07/2018,124.5,150.1,222.1,194.72,847,114.1,151.7,129.4,296.69,2.35,2.8,199.9,,
04/07/2018,124.5,150.2,222.4,193.76,854.4,113.7,151.3,128.5,295.62,2.35,2.79,200.9,,
05/07/2018,124.2,150.1,222.2,194.69,858.7,114.2,151.2,129,297.04,2.36,2.8,200.5,,
06/07/2018,124.5,150.4,222.8,194.61,861.6,113.6,151.3,129.4,298.33,2.35,2.79,201.9,,
09/07/2018,123.8,150.2,222,194.43,855.9,114.5,153.3,130.4,301.14,2.37,2.8,201.8,,
10/07/2018,124.2,150.4,222.4,193.67,855,115.8,154.7,131.4,300.62,2.39,2.82,201.9,,
11/07/2018,124.2,150.4,222.3,193.88,847.5,114.5,153.1,130.5,298.26,2.36,2.79,201.1,,
12/07/2018,124,150.3,222.4,194.61,838.5,113.6,154.1,131,299.72,2.37,2.81,201.4,,
13/07/2018,124.8,150.8,222.9,193.87,844.1,114.2,155.7,131.8,300.41,2.38,2.83,202.8,,
16/07/2018,123.8,150.6,222.4,193.28,830.8,113.3,153.8,131.3,299.14,2.36,2.84,200.6,,
17/07/2018,124.1,150.6,222.4,194.1,831.4,112.6,153.5,132.2,301.75,2.35,2.81,200.4,,
18/07/2018,125.6,151.1,223.3,195.13,842.7,114.4,156.6,133.9,304.9,2.38,2.84,202.5,,
19/07/2018,125.8,151.1,223.5,196.69,841.9,114.6,156.2,134.2,306.08,2.38,2.82,202.4,,
20/07/2018,125.8,151.3,223.8,195.54,837.7,113.6,156.3,133.5,303.8,2.38,2.82,203.4,,
23/07/2018,124.9,151,223.6,194.85,835.4,112.9,155.9,133.2,303.17,2.37,2.81,201.1,,
24/07/2018,124.6,150.6,222.8,195.15,828.6,113.5,157.2,133.8,301.29,2.39,2.82,201.5,,
25/07/2018,124.5,150.6,222.8,195.15,827.7,114,157.9,133.7,302.32,2.37,2.81,200.6,,
26/07/2018,124.3,150.6,222.6,194.31,838.5,114.6,158.9,134.5,303.87,2.38,2.81,201.4,,
27/07/2018,124.6,150.6,222.3,193.84,833.8,116,159.6,134.9,302.18,2.39,2.82,202.9,,
30/07/2018,124.5,150.3,221.5,191.52,829.6,115.8,159.3,134.1,300.3,2.39,2.82,201.2,,
31/07/2018,124.4,150.1,221.2,192.61,827.4,115.9,158.5,134,301.74,2.41,2.83,201.2,,
01/08/2018,124.1,150.1,220.9,191.12,828.4,116.2,158.6,134.4,301.76,2.37,2.8,202.8,,
02/08/2018,124.1,150,220.8,191.05,815.6,114,156.2,134,304.26,2.35,2.79,202.8,,
03/08/2018,124.9,150.2,220.7,192.19,819.8,116.1,157.8,135.4,304.31,2.37,2.8,204.2,,
06/08/2018,125.7,150.8,221.9,193.5,826.1,116.9,159.2,136.3,306.6,2.38,2.8,206.7,,
07/08/2018,125.7,151,222.1,192.55,827,117.8,159.7,137.2,307.23,2.4,2.8,206.8,,
08/08/2018,126.6,150.9,221.9,192.99,816.7,118.3,161.5,137.5,308.61,2.42,2.81,208.1,,
09/08/2018,126.3,150.9,221.6,193.21,820.4,118.1,160.9,137.5,309.45,2.41,2.81,207,,
10/08/2018,127.4,151.3,222.5,194.72,817,118,160.7,137.4,309.35,2.4,2.81,207.8,,
13/08/2018,127.5,151.4,223.1,194.14,813.5,116.7,157.1,136.5,306.68,2.38,2.79,206.3,,
14/08/2018,127,151.2,222.5,194.23,798.1,115.7,156.7,136.7,309.27,2.38,2.79,206,,
15/08/2018,127.4,151.5,223.1,195.58,786.2,114.7,155,136.6,307.72,2.35,2.77,206.9,,
16/08/2018,127.7,151.5,223,194.91,752.1,113.1,154.2,136.8,308.07,2.36,2.77,209,,
17/08/2018,127.9,151.7,223.6,194.92,737.6,113.2,154.1,137,309.08,2.36,2.77,209.7,,
20/08/2018,127.6,151.5,222.8,195.28,754.8,114.5,155.6,137.4,309.56,2.37,2.79,210.8,,
21/08/2018,127.4,151.4,222.5,193.53,755.1,114,155.9,137.1,309.73,2.37,2.79,209.8,,
22/08/2018,127,151.2,222.2,193.4,755,114.2,155.8,136.3,310.04,2.37,2.8,208.5,,
23/08/2018,126.7,151.1,222,193.12,753.7,114.5,156.3,137,310.98,2.37,2.8,207.3,,
24/08/2018,126.9,151.1,222,193.05,738.1,114.6,155.7,137.2,311.98,2.37,2.81,207.8,,
27/08/2018,126.9,151.1,222,193.05,738.1,114.6,155.7,137.2,313.12,2.37,2.81,207.8,,
28/08/2018,127,151,221.5,192.12,770.6,117,159.2,138.7,313.77,2.38,2.83,208.8,,
29/08/2018,126.7,150.8,221.2,191.07,756.3,116.4,158.4,138.2,311.71,2.37,2.82,210.5,,
30/08/2018,125.4,150.5,220.8,192.1,747,115.9,156.4,137.5,310.77,2.35,2.81,207.9,,
31/08/2018,125.8,150.8,221.4,192.63,737,114.6,154.4,137.5,311.34,2.34,2.82,207.2,,
03/09/2018,125.8,151.1,221.8,193.03,743,114.9,155.4,138.2,313.16,2.34,2.81,208.9,,
04/09/2018,127,151.2,222.2,192.22,740.6,114.9,155.2,137.7,313.02,2.34,2.8,209.3,,
05/09/2018,127.1,150.8,221.3,190.69,723.7,113.5,152.3,135.8,308.92,2.32,2.78,207.3,,
06/09/2018,126.1,150.6,220.9,192.44,712.9,112.3,150.3,136.3,307.47,2.31,2.76,206.6,,
07/09/2018,125.5,150.7,221.1,191.17,709,110.7,150,135.4,306.36,2.27,2.73,205.4,,
10/09/2018,126,150.5,220.7,190.63,709,111.3,150,135.2,305.36,2.29,2.75,205.1,,
11/09/2018,125.1,150.2,220,189.68,698.2,110.2,147.4,135,306.22,2.27,2.74,204.3,,
12/09/2018,125.3,150.3,220.2,189.91,699.1,111.3,147.4,135.3,306.19,2.28,2.76,205.1,,
13/09/2018,124.7,150.2,220,189.22,712.2,111.7,148.6,135.3,304.72,2.28,2.76,204.5,,
14/09/2018,124.2,149.9,219.3,188.81,709.5,111.8,149.8,135.5,306.49,2.29,2.76,204.6,,
17/09/2018,124.1,149.9,219.2,188.61,709.6,111.7,148.2,134.9,303.28,2.28,2.76,203.6,,
18/09/2018,123.9,149.9,219.2,187.42,719.5,112.4,148,135,304.72,2.29,2.78,204.3,,
19/09/2018,123.2,149.3,217.7,185.7,724.2,113.4,149,136,304.31,2.29,2.79,202.9,,
20/09/2018,122.9,149.2,217.8,186.56,737.9,114.4,149.5,135.2,304.18,2.3,2.79,200.7,,
21/09/2018,123.3,149.5,218.3,187.71,741.7,115.7,152,138,307.41,2.33,2.8,202.5,,
24/09/2018,123.8,149.6,218.4,185.94,736,116.5,151.8,136.8,305.44,2.34,2.8,203.2,,
25/09/2018,123.3,148.9,216.8,184.7,740.6,116.6,150.9,136.9,305.55,2.35,2.79,200.6,,
26/09/2018,123.5,149.1,217.5,186.16,745.7,117,151.6,136.8,303.28,2.35,2.78,201.3,,
27/09/2018,123.6,149.5,218.3,186.58,728.4,116.1,152,136.6,303.63,2.36,2.77,199.7,,
28/09/2018,123.8,149.7,218.8,187.23,731.7,116.3,153.1,137.7,305.81,2.35,2.76,200.7,,
01/10/2018,123.6,149.4,218,186.98,745.2,117.2,153.7,137.8,303.96,2.35,2.78,202.5,,
02/10/2018,124.2,149.7,218.7,187.59,741,117.6,152.2,138.2,303.41,2.34,2.76,201.5,,
03/10/2018,124,149.9,218.9,186.96,760.7,118.2,151.9,138,303.71,2.35,2.76,200.7,,
04/10/2018,122.9,149,216.7,184.53,749,118,149.6,136.9,299.49,2.33,2.74,198.3,,
05/10/2018,122.5,148.7,216.4,182.97,742.8,116.4,146.9,135.4,295.93,2.31,2.72,196,,
08/10/2018,122.5,148.6,216.1,184.03,737.1,115.1,145.5,134.9,294.48,2.28,2.69,195.9,,
09/10/2018,122,148.5,215.7,182.74,734.9,115.3,145.6,134.6,291.97,2.26,2.67,197.9,,
10/10/2018,121.4,148.2,214.8,180.79,721.1,114,144.8,132.2,284.09,2.27,2.66,196.5,,
11/10/2018,121.5,148.2,215.1,181.11,726.6,109.1,138.4,129.1,278.51,2.21,2.57,192.6,,
12/10/2018,121.5,148.5,215.7,182.79,774.1,110.9,142.2,129,280.73,2.22,2.6,190.1,,
15/10/2018,122.2,148.9,216.5,183.37,768.9,110.4,141.7,128.6,281,2.19,2.56,189.3,,
16/10/2018,121.6,148.9,216.3,183.57,777.6,110.2,141.9,128.9,285.22,2.2,2.58,189.9,,
17/10/2018,122.3,149.3,217.4,185.55,779,112.2,144.3,130.3,286.5,2.22,2.6,194.4,,
18/10/2018,122,149.3,217.6,185.58,774.9,111.1,143.3,130.3,284,2.21,2.59,194.6,,
19/10/2018,122.8,149.6,218.3,185.97,782.9,110.6,143.1,130.4,282.02,2.21,2.56,195.3,,
22/10/2018,122.9,149.3,217.8,187.09,786.5,110.8,144.4,130.4,282.57,2.23,2.57,196.3,,
23/10/2018,123.5,149.9,219,188.19,780.8,108.8,142.4,127.8,278.61,2.19,2.51,193.8,,
24/10/2018,124,150.3,219.7,188.67,798.5,108.2,143.2,128.9,273.58,2.2,2.52,195.7,,
25/10/2018,124.4,150.2,219.8,188.93,790.8,106.3,141.4,127.7,276.97,2.19,2.52,197,,
26/10/2018,125.5,150.7,220.9,190.47,756.8,104.4,140.9,126.9,274.55,2.17,2.5,198.7,,
29/10/2018,125.3,150.5,220.5,189.83,765,107.3,142.7,128.3,274.06,2.22,2.55,198.1,,
30/10/2018,125.7,150.5,220.8,190.8,762.5,106.5,141.3,127.6,279.17,2.21,2.54,199.9,,
31/10/2018,125.2,150.4,220.6,189.31,762,108.3,144.1,130.2,281.08,2.24,2.57,200.4,,
01/11/2018,124,149.9,219.7,189.51,751.8,107.9,144.4,129,281.36,2.24,2.62,197.5,,
02/11/2018,123.2,150,219.7,188.12,772.3,110,148.5,129.3,282.74,2.25,2.66,197.3,,
05/11/2018,122.9,149.7,219,187.75,767.1,108.7,146.8,128.5,280.84,2.23,2.62,195,,
06/11/2018,122.5,149.7,219,186.72,762,108.4,146.3,129,280.7,2.21,2.6,196.4,,
07/11/2018,121.9,149.3,217.9,186.36,761,109.6,146.5,129.1,283.51,2.24,2.6,197.2,,
08/11/2018,121.9,149.3,217.8,186.36,756.2,109.8,147.3,130.7,283.51,2.24,2.62,199.2,,
09/11/2018,122.4,149.4,218.1,186.92,756.4,107.7,144.5,129.9,281.94,2.22,2.61,199.9,,
12/11/2018,122.4,150.2,219.9,187.8,751.2,108.3,145.2,130.4,280.24,2.23,2.58,202.4,,
13/11/2018,123.2,149.6,218.9,185.63,733.8,106.3,144.5,128.6,276.62,2.22,2.59,202,,
14/11/2018,123.3,149.1,218.4,184.81,722.6,104.5,143.8,128.6,274.84,2.21,2.59,201.9,,
15/11/2018,124.8,149.3,218.7,187.07,747.5,105.9,147.3,129.1,281.05,2.21,2.55,203.5,,
16/11/2018,124.9,149,218.7,186.07,753.2,107.2,148.1,129.8,280.34,2.21,2.54,202,,
19/11/2018,125.5,149,219.5,186.59,767.9,107.7,149.4,130,276.5,2.22,2.55,204.2,,
20/11/2018,125.3,148.5,219.2,186.02,768.2,106.3,146.9,126.7,272.64,2.21,2.53,202.9,,
21/11/2018,125.4,148.3,219.1,186.36,770.2,104.5,146.9,127.8,275.95,2.2,2.5,202.4,,
22/11/2018,125.4,148.3,219.1,186.48,778.1,105.1,146.5,126.8,274.15,2.2,2.53,201.8,,
23/11/2018,125.3,148.8,219.7,187.19,779.6,104.5,146.4,126.7,275.61,2.19,2.52,202.4,,
26/11/2018,125.1,148.7,219.1,185.94,763.7,103.4,147.2,128.1,277.62,2.21,2.55,203.3,,
27/11/2018,125.9,148.7,218.9,185.48,759.7,103.8,148.1,128.6,277.64,2.22,2.56,204.6,,
28/11/2018,125.2,148.4,218.2,184.31,741.9,102.4,149,129.1,281.84,2.21,2.54,204.4,,
29/11/2018,126.1,148.5,218.8,185.22,759,103.9,150.8,131.2,282.26,2.22,2.55,206,,
30/11/2018,126.3,148.3,218.3,183.19,752.8,104.1,150.9,131.4,283.23,2.2,2.53,205.3,,
03/12/2018,126.5,148,217.7,185.14,757.9,106.6,154.4,133.9,287.23,2.24,2.55,208.3,,
04/12/2018,126.4,148.5,220,188.26,760.3,106.5,153.6,132.7,278.79,2.21,2.51,206.9,,
05/12/2018,126.4,148.5,220.5,188.41,763.6,104.4,151.5,130.4,277.44,2.19,2.51,205.4,,
06/12/2018,127.1,148.9,221.8,192.11,762.5,102.3,148,127.2,274.1,2.13,2.44,204.5,,
07/12/2018,127,149.1,222.3,192.41,768.1,101.9,148.2,129.5,271.97,2.14,2.45,208.6,,
10/12/2018,128.5,149.7,224.1,198.15,795.7,102.7,147.5,127,273.2,2.14,2.42,208.2,,
11/12/2018,128.7,149.9,224.2,195.89,797.8,103,148.8,129.4,272.88,2.15,2.42,208.2,,
12/12/2018,129.1,149.9,224.1,192.43,794.9,103.8,150.5,129.4,273.52,2.18,2.44,210.1,,
13/12/2018,128.2,149.6,223.3,192.3,800.9,103,150,129,272.16,2.16,2.44,205.5,,
14/12/2018,128.8,149.4,222.2,193.68,803,102.5,149.7,128.5,269.45,2.15,2.41,207,,
17/12/2018,128.3,149.6,222.6,193.03,795.2,102.1,148.9,126.2,263.74,2.15,2.4,206.5,,
18/12/2018,128.5,149.8,223.4,192.89,806.8,100.3,147,125.7,262.6,2.13,2.4,201,,
19/12/2018,129.1,149.8,223.2,192.24,824.1,99.84,147.9,125.3,259.94,2.13,2.4,202.8,,
20/12/2018,129.4,149.7,222.8,192.99,787.3,97.88,147.2,122.7,255.44,2.13,2.4,200.5,,
21/12/2018,129.3,149.4,222.1,191.48,813,97.16,146.3,121.6,250.46,2.11,2.39,197.8,,
24/12/2018,129.3,149.7,223,193.5,809.6,96.79,145.7,119.8,246.41,2.11,2.37,196.7,,
25/12/2018,129.3,149.7,223,193.5,809.6,96.79,145.7,119.8,246.41,2.11,2.37,196.7,,
26/12/2018,129.3,149.7,223,193.5,809.6,96.79,145.7,119.8,252.93,2.11,2.37,196.7,,
27/12/2018,129.7,149.6,222.7,191.48,827,97.09,145.1,119.9,255.19,2.09,2.35,195,,
28/12/2018,129.6,149.6,222.7,192.73,831.9,98.91,146.9,122.6,256.21,2.11,2.37,195.5,,
31/12/2018,129.6,149.4,222.1,192.01,824.2,98.16,146.9,121.4,257.26,2.12,2.39,194.6,,
01/01/2019,129.6,149.4,222.1,192.01,824.2,98.16,146.9,121.4,257.26,2.12,2.39,194.6,,
02/01/2019,130.6,150.2,224.1,193.34,833.2,97.41,145.2,122.2,260.02,2.11,2.39,195.1,,
03/01/2019,131.7,150,223.5,194.88,847.2,98.55,147,122.7,257.79,2.12,2.4,194.3,,
04/01/2019,131,150,223.6,192.43,858.9,99.05,147.6,123,261.75,2.14,2.41,195.5,,
07/01/2019,129.8,149.9,223.6,194,848.1,100.8,148.9,123.5,265.33,2.15,2.45,196,,
08/01/2019,129.3,149.7,223.1,192.66,836.6,101.6,148.6,125.5,269.3,2.17,2.49,198,,
09/01/2019,129.5,149.5,222.8,194.24,840.4,102.9,151,126.3,272.04,2.19,2.52,200.9,,
10/01/2019,130.2,149.8,223.4,193.67,847.6,103.1,152,125.8,272.18,2.18,2.52,201.3,,
11/01/2019,129.3,149.5,222.6,191.94,836.8,103.5,151.8,126,271.44,2.19,2.53,202.5,,
14/01/2019,128.8,149.7,222.9,192.49,832.4,101.8,149.6,125,267.98,2.16,2.51,201.2,,
15/01/2019,128.7,149.8,223,193.93,828.9,102.1,151.4,126.2,271.67,2.16,2.52,201.4,,
16/01/2019,128.3,149.6,222.2,192.71,816.4,101.8,152,126.2,271.85,2.17,2.52,202.8,,
17/01/2019,128.1,149.9,222.9,191.33,815.6,102,151.8,125.8,272.24,2.15,2.52,203,,
18/01/2019,127.4,149.6,221.6,190.88,817.4,103.4,152.2,127.5,275.3,2.19,2.56,203.7,,
21/01/2019,127.4,150.1,222.4,191.8,805.3,104.3,153.6,128.3,275.67,2.2,2.57,204.7,,
22/01/2019,127.7,150,222.4,191.89,801.9,103.1,152.4,126.8,271.37,2.19,2.57,204.4,,
23/01/2019,126.3,149.9,222,192.84,799.8,101.3,150.3,125.7,268.7,2.17,2.55,202.2,,
24/01/2019,126.6,150.5,223.5,194.62,797,100.9,151.1,125.3,270.63,2.16,2.55,202.6,,
25/01/2019,126,150.8,223.9,193.54,801.9,101.3,152,126.1,271.22,2.16,2.56,202.6,,
28/01/2019,125.7,150.5,222.9,194.9,819.1,102,151.6,124.7,270.55,2.14,2.55,203.7,,
29/01/2019,125.8,151.1,224.3,195.33,827.1,101.4,151.1,125.1,270.81,2.16,2.56,205.7,,
30/01/2019,126.4,151.4,224.6,195.65,850.6,103.3,151.9,126.1,274.02,2.19,2.57,207.6,,
31/01/2019,126.8,151.7,224.7,195.8,857.2,104.7,154.3,127.4,274.77,2.2,2.58,209.1,,
01/02/2019,127.5,151.9,224.7,195.31,872.7,105.4,155.6,128.1,276.06,2.2,2.56,210.3,,
04/02/2019,126.9,151.7,224.2,194.1,866.9,105.9,155,128.4,278.41,2.22,2.58,209.5,,
05/02/2019,127.1,151.6,224,196.1,867.6,106.8,156.1,130.4,282.49,2.25,2.59,211.5,,
06/02/2019,127.7,152.1,225,196.41,868.2,106.8,157.4,130.3,281.74,2.26,2.61,213,,
07/02/2019,128.3,152.4,225.5,197.3,864,106.4,156.8,129.4,278.85,2.26,2.59,212.9,,
08/02/2019,127.6,152.5,225.8,198.32,851,104.6,154.7,128.2,278.14,2.23,2.57,212.6,,
11/02/2019,128,152.6,226,198.12,866.5,105.2,155.6,129.8,280.93,2.24,2.57,213.6,,
12/02/2019,128.2,152.4,225.6,197.23,864.5,106,156.6,130.9,283.81,2.26,2.58,214.8,,
13/02/2019,127.4,152.3,225.5,197.34,859.1,106.3,155.8,131.4,285.07,2.26,2.6,212.1,,
14/02/2019,128.5,152.6,226.1,198.82,860.1,107.3,156.4,132,287.2,2.28,2.59,214.7,,
15/02/2019,128.6,152.7,226.2,197.73,869.1,107.1,155.6,132.6,288.54,2.29,2.59,214.5,,
18/02/2019,128.6,152.6,226,197.7,874.3,107.3,155.1,132.5,287.88,2.29,2.61,213.9,,
19/02/2019,127.6,152.7,226.2,197.18,873,107.2,154.5,131.9,286.29,2.27,2.61,214.1,,
20/02/2019,126.9,152.6,225.8,197.11,896.5,107.4,155.3,132.1,286.86,2.28,2.63,212.8,,
21/02/2019,126.5,152.4,225.2,196.72,898.6,108.2,155.8,131.3,286.09,2.28,2.63,211.4,,
22/02/2019,126.8,152.7,226.2,197.91,896.3,108.3,156.7,132,288,2.29,2.64,212.3,,
25/02/2019,126.3,152.6,225.4,196.98,890.3,108.4,157.7,132.5,288.33,2.28,2.63,212.1,,
26/02/2019,125.1,152.4,224.7,195.59,867.1,107.1,155.9,131.2,283.74,2.26,2.65,209.2,,
27/02/2019,124.4,152.5,224.8,192.85,858.4,106.7,154.2,129.7,282.19,2.25,2.62,207.5,,
28/02/2019,124.3,152,223.3,192.75,845.4,106.4,153.8,129.8,281.95,2.25,2.61,206.5,,
